47.75004027,11.73545244
47.75062263,11.73705682
47.75047277,11.73843606
47.75035987,11.73864353
47.75066960,11.73923331
47.75091478,11.73951294
47.75149808,11.73957026
47.75203303,11.74014522
47.75258124,11.74129443
47.75307222,11.74182709
47.75394364,11.74187291
47.75482913,11.74170605
47.75627256,11.74340932
47.75663489,11.74405532
47.75703836,11.74523707
47.75717901,11.74612486
47.75749194,11.74695505
47.75823931,11.74804825
47.75901262,11.74880935
47.75939540,11.74897628
47.75976277,11.74903567
47.76012722,11.74884144
47.76021957,11.74836607
47.76044440,11.74761754
47.76093590,11.74737664
47.76157159,11.74825059
47.76209946,11.74911887
47.76275879,11.75275563
47.76278803,11.75341087
47.76291801,11.75399139
47.76324850,11.75446244
47.76362103,11.75505578
47.76406865,11.75589324
47.76404238,11.75698582
47.76397536,11.75827635
47.76412169,11.75967156
47.76410919,11.76093830
47.76423977,11.76149220
47.76453846,11.76253530
47.76498762,11.76330621
47.76566040,11.76412903
47.76589077,11.76390110
47.76618050,11.76307594
47.76756975,11.76178872
47.76795701,11.76102206
47.76842768,11.76090023
47.76972642,11.76262350
47.76980983,11.76326837
47.77017363,11.76422164
47.77023649,11.76497216
47.77058939,11.76563133
47.77100388,11.76634716
47.77114018,11.76740848
47.77179402,11.76789687
47.77293840,11.76855810
47.77346328,11.76879949
47.77442509,11.76957116
47.77488005,11.76935515
47.77575332,11.77006877
47.77657622,11.77063294
47.77756983,11.77083257
47.77754503,11.77185878
47.77737810,11.77281070
47.77751023,11.77329814
47.77764506,11.77255802
47.77780555,11.77187264
47.77791346,11.77075744
47.77793535,11.76985117
47.77790723,11.76840846
47.77768880,11.76739601
47.77763106,11.76717943
47.77794872,11.76668921
47.77833736,11.76437452
47.77981135,11.76143675
47.78022941,11.76088507
47.78070522,11.76054996
47.78138411,11.76037241
47.78352537,11.76184718
47.78450199,11.76237943
47.78516196,11.76224092
47.78599036,11.76257848
47.78671288,11.76283036
47.78664098,11.76394768
47.78672404,11.76497979
47.78694409,11.76592576
47.78740153,11.76709790
47.78796838,11.76820914
47.78827279,11.76901280
47.78850150,11.76959890
47.78854603,11.77036206
47.78858862,11.77120521
47.78938843,11.77160816
47.78959924,11.77144586
47.78964612,11.77099453
47.78960833,11.77032514
47.78995201,11.76950252
47.79141581,11.76773834
47.79191860,11.76703091
47.79233951,11.76748042
47.79445227,11.76677844
47.79520688,11.76681854
47.79570416,11.76708525
47.79641449,11.76709630
47.79729937,11.76695643
47.79824648,11.76684657
47.79890645,11.76670810
47.79966331,11.76665487
47.80106950,11.76727698
47.80150070,11.76729990
47.80203490,11.76715474
47.80260825,11.76687815
47.80379087,11.76670069
47.80500843,11.76693898
47.80594174,11.76702865
47.80713501,11.76566342
47.80742496,11.76706745
47.80761098,11.76793188
47.80841381,11.77044478
47.80870753,11.77206272
47.80885601,11.77261808
47.80968961,11.77459864
47.80994615,11.77552031
47.81014620,11.77654580
47.81021110,11.77795132
47.81009515,11.78050888
47.81013159,11.78123188
47.81219308,11.78783182
47.81321127,11.78960900
47.81375222,11.79066625
47.81403915,11.79144281
47.81538295,11.79314412
47.81577777,11.79355259
47.81659510,11.79507883
47.81784888,11.79714942
47.81859219,11.80428094
47.81879507,11.80481272
47.81939483,11.80529914
47.82084960,11.80576490
47.82335328,11.80674140
47.82451275,11.80677726
47.82553077,11.80671198
47.82707814,11.80670199
47.82765910,11.80685356
47.82849125,11.80629738
47.82926542,11.80627237
47.83012027,11.80589104
47.83062120,11.80563755
47.83111409,11.80460884
47.83160502,11.80366015
47.83162002,11.80304647
47.83097632,11.80251752
47.83076869,11.80181170
47.83044190,11.79972358
47.82968701,11.79785290
47.82915080,11.79623448
47.82879220,11.79397111
47.82883347,11.79116821
47.82906519,11.79088677
47.82938955,11.79086411
47.82871331,11.78945198
47.82839550,11.78772516
47.82853433,11.78682428
47.82794601,11.78512307
47.82803716,11.78359184
47.82819683,11.78257186
47.82849814,11.78238762
47.82840049,11.77973759
47.82815459,11.77874935
47.82823922,11.77525420
47.82875011,11.77198212
47.82944916,11.76948140
47.82913298,11.76767462
47.82918286,11.76560682
47.82966035,11.76408270
47.82950446,11.76345995
47.82972652,11.76245655
47.82937364,11.76104860
47.82958284,11.76020480
47.82921486,11.75867584
47.82805632,11.75785301
47.82735817,11.75696113
47.82745564,11.75402769
47.82733026,11.75699972
47.82789173,11.75759049
47.82878237,11.75833232
47.82921486,11.75867584
47.82958381,11.76016478
47.82940348,11.76092996
47.82975443,11.76241796
47.82953044,11.76350141
47.82971232,11.76416561
47.82923580,11.76564971
47.82910699,11.76763316
47.82942414,11.76939992
47.82881525,11.77189209
47.82829312,11.77525708
47.82810166,11.77870645
47.82842744,11.77973903
47.82856393,11.78227092
47.82811501,11.78260756
47.82809300,11.78351469
47.82800089,11.78508594
47.82858920,11.78678715
47.82839648,11.78768514
47.82874124,11.78941340
47.82936845,11.79062253
47.82927786,11.79101841
47.82892752,11.79099960
47.82882178,11.79164846
47.82887003,11.79336083
47.82889988,11.79435091
47.82915471,11.79607440
47.82940944,11.79706322
47.82987487,11.79826375
47.83046885,11.79972503
47.83074957,11.80149007
47.83103022,11.80252042
47.83167294,11.80308940
47.83165794,11.80370308
47.83111605,11.80452879
47.83067118,11.80580054
47.83058641,11.80595627
47.83174932,11.80695411
47.83417328,11.80751246
47.83482773,11.80760123
47.83527982,11.80750541
47.83522805,11.80778316
47.83462766,11.80805800
47.83398986,11.80802356
47.83310871,11.80837674
47.83230922,11.80833355
47.83117441,11.80765779
47.83052257,11.80746229
47.82978302,11.80754259
47.82928177,11.80780940
47.82899350,11.80819457
47.82875994,11.80891663
47.82758005,11.81008178
47.82621575,11.81106327
47.82486941,11.81204569
47.82413391,11.81306109
47.82293990,11.81479960
47.82234623,11.81443357
47.82237699,11.81317977
47.82180731,11.81293526
47.82148868,11.81235709
47.82101862,11.81245188
47.82146369,11.81227560
47.82178036,11.81293381
47.82237994,11.81305972
47.82234819,11.81435354
47.82288601,11.81479668
47.82410794,11.81301961
47.82484443,11.81196420
47.82624270,11.81106473
47.82752713,11.81003885
47.82873397,11.80887515
47.82899350,11.80819457
47.82925482,11.80780794
47.82978498,11.80746255
47.83060440,11.80742664
47.83120136,11.80765924
47.83242502,11.80837989
47.83313566,11.80837819
47.83393596,11.80802065
47.83468351,11.80798086
47.83505394,11.80828141
47.83528603,11.80872145
47.83575674,11.80859992
47.83618333,11.81027956
47.83684955,11.80988806
47.83745535,11.80829089
47.83849787,11.80722495
47.83903113,11.80638532
47.83939273,11.80631132
47.83979239,11.80578511
47.84034688,11.80554783
47.84096001,11.80548739
47.84337593,11.80453551
47.84363562,11.80421549
47.84389447,11.80356137
47.84471943,11.80329855
47.84524009,11.80260509
47.84681056,11.80091258
47.84693219,11.79998377
47.84723756,11.79926529
47.84836443,11.79805653
47.84947339,11.79758172
47.85060734,11.79718841
47.85135287,11.79649355
47.85175208,11.79524549
47.85313089,11.79366254
47.85393659,11.79234271
47.85424614,11.79145058
47.85442472,11.79076523
47.85495949,11.78985844
47.85629720,11.78811267
47.85699766,11.78778941
47.85868604,11.78715828
47.85929463,11.78728449
